,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
90618,gdb_90619,CC1OC2C1C1CC21C,3.95451,1.20443,1.12865,1.6412,82.41,-0.2356,0.0757,0.3113,1194.8706,0.182237,-387.042102,-387.033729,-387.032785,-387.074517,33.286
105746,gdb_105747,CCC1(CCCN1)C#N,2.30109,1.37537,1.16541,4.5803,81.76,-0.2481,0.0342,0.2823,1201.0622,0.183953,-383.294311,-383.284874,-383.28393,-383.329477,34.732
45843,gdb_45844,C1C=CCC(=O)CC1=O,2.30075,1.64663,1.0917,3.6751,75.66,-0.2478,-0.0289,0.219,1096.2145,0.136295,-421.871066,-421.863148,-421.862204,-421.903822,30.068
10080,gdb_10081,CCC(CO)CC=O,3.18702,1.10276,0.87643,3.2822,72.41,-0.2503,-0.0213,0.2291,1317.1217,0.173988,-386.147735,-386.137579,-386.136635,-386.184099,34.801
131158,gdb_131159,c1c(c([nH]n1)CC#N)O,3.23236,1.20765,0.89096,3.7805,67.96,-0.2254,0.0089,0.2343,1199.5912,0.102179,-432.892303,-432.884054,-432.883109,-432.926661,29.164
126137,gdb_126138,CCC(=O)n1nnnn1,4.69186,1.07846,0.8864,4.2612,64.64,-0.3112,-0.0985,0.2128,1238.3971,0.099453,-466.152249,-466.144084,-466.143139,-466.186225,27.803
23639,gdb_23640,FC1=NC(=N)OC=C1,3.98339,1.98153,1.32327,5.0086,57.01,-0.2466,-0.067,0.1795,812.1297,0.072653,-438.714111,-438.70806,-438.707116,-438.744677,22.446
6349,gdb_6350,CC(=O)NC(=O)NC,4.18644,1.29358,1.00063,2.0059,64.26,-0.2498,-0.0091,0.2407,1148.0431,0.129689,-417.144421,-417.135188,-417.134244,-417.179763,30.857
12392,gdb_12393,CC1OCOCC1=O,3.00019,2.18433,1.35017,1.9335,60.74,-0.2377,-0.0328,0.2048,891.7779,0.130192,-420.890041,-420.88251,-420.881565,-420.922144,27.55
70105,gdb_70106,CC12CC1C=CC2C#C,2.38951,1.62068,1.23064,0.7578,85.82,-0.2302,0.0143,0.2445,1090.5128,0.158606,-348.720785,-348.712358,-348.711414,-348.753395,33.354
122904,gdb_122905,CCCOCC(O)C#C,3.41894,0.64065,0.56183,1.8135,81.88,-0.2572,0.0306,0.2878,2002.6414,0.178455,-424.178388,-424.167096,-424.166152,-424.216167,39.22
3127,gdb_3128,CCC12CC1CC2,5.20207,1.95335,1.72272,0.298,71.28,-0.2428,0.0885,0.3313,821.1972,0.172289,-273.763117,-273.755893,-273.754949,-273.794168,27.7
130228,gdb_130229,NC1=NOC(=N)C(=N)N1,3.15887,1.4901,1.01563,3.7477,70.21,-0.2346,-0.043,0.1915,1083.6142,0.102796,-466.172617,-466.164848,-466.163903,-466.205119,29.391
22168,gdb_22169,CC1(O)C=CCC1=NO,2.31926,1.50775,1.12306,1.5719,76.82,-0.2468,0.0003,0.2471,1134.1519,0.145426,-439.053587,-439.044414,-439.04347,-439.087234,34.684
102839,gdb_102840,CCC(CC#C)OC=N,1.85736,1.2515,0.79709,3.2617,83.34,-0.2528,0.0279,0.2807,1463.737,0.167687,-403.119397,-403.10878,-403.107836,-403.155873,37.514
115860,gdb_115861,OCC1CCC2C(O)C12,2.662,1.25997,1.10676,1.5213,77.65,-0.247,0.0684,0.3154,1198.9396,0.183732,-424.214352,-424.205433,-424.204489,-424.247782,34.281
35387,gdb_35388,N#CC1NC2C3CC2C13,4.15009,1.30788,1.18878,4.8773,76.11,-0.2435,0.0297,0.2732,1048.4853,0.139393,-380.832207,-380.825522,-380.824578,-380.86341,26.958
93339,gdb_93340,CC1CNC(=O)N1C=O,2.2451,1.71383,1.01917,6.8833,70.72,-0.2461,-0.0093,0.2368,1135.3539,0.136946,-455.216641,-455.208065,-455.207121,-455.250326,30.937
53174,gdb_53175,CC#CC1C2CC2C1O,2.92401,1.08457,0.95198,1.7394,83.82,-0.2444,0.0435,0.2878,1329.2914,0.157986,-385.835936,-385.826457,-385.825513,-385.871461,34.164
123436,gdb_123437,C(C1CN1)C1=NNC=N1,4.82062,0.98765,0.8917,2.8806,73.59,-0.2352,0.0066,0.2418,1293.9105,0.139354,-414.185926,-414.17817,-414.177226,-414.219569,28.362
116836,gdb_116837,CCCC#CC(=O)C#N,3.68034,0.60511,0.52472,5.5417,84.23,-0.2946,-0.1041,0.1905,2029.8303,0.121781,-400.744483,-400.734462,-400.733518,-400.781971,33.409
51419,gdb_51420,O=COC1C2NC1C=C2,4.99482,1.06615,1.0484,5.2709,70.54,-0.2406,-0.0162,0.2244,1144.5058,0.125354,-437.845165,-437.837868,-437.836924,-437.877455,27.727
130037,gdb_130038,NC1=NCC2=C1ON=N2,3.44312,1.32182,0.96108,1.6855,76.43,-0.2434,-0.07,0.1734,1112.4992,0.089976,-448.94412,-448.936218,-448.935274,-448.976699,28.606
11238,gdb_11239,NC1=NCC(N1)C#N,4.21859,1.52777,1.31336,4.1637,63.29,-0.2331,0.0109,0.244,919.6458,0.110185,-374.931661,-374.92447,-374.923525,-374.963366,26.524
124489,gdb_124490,CC(C)c1c(cno1)N,2.47421,1.31574,1.05512,3.7846,78.97,-0.2089,0.0003,0.2092,1226.7611,0.159047,-419.206835,-419.197423,-419.196479,-419.241513,34.386
76555,gdb_76556,CC1N(C)C11COC1C,2.49489,1.23568,1.13199,1.8923,82.89,-0.2246,0.074,0.2986,1255.3984,0.191857,-404.303384,-404.293348,-404.292404,-404.338097,36.848
122996,gdb_122997,CCOCCC1(CC1)C,4.35003,0.59661,0.57303,0.9175,91.0,-0.2477,0.0855,0.3332,2089.2997,0.22684,-389.480127,-389.469072,-389.468128,-389.517162,40.061
86260,gdb_86261,CC1CC(C)C1(C)C#C,1.71875,1.61024,1.11877,0.6837,92.1,-0.2484,0.0533,0.3018,1267.2317,0.203364,-351.126221,-351.115901,-351.114957,-351.160534,39.837
116506,gdb_116507,COC1CCOCCO1,2.93275,1.20886,0.94461,0.606,75.73,-0.2455,0.0867,0.3321,1292.2527,0.182812,-461.348484,-461.339372,-461.338427,-461.38262,33.639
54132,gdb_54133,CC1(CC(=N)O1)C(N)=O,2.8702,1.27323,1.11538,2.136,70.08,-0.251,0.015,0.266,1136.2875,0.134906,-455.188687,-455.17968,-455.178736,-455.222713,33.497
110021,gdb_110022,CCC1C(C)COC1=O,2.02552,1.58369,1.00252,4.2972,77.99,-0.2579,0.0139,0.2718,1249.362,0.182853,-424.28512,-424.27578,-424.274836,-424.319403,34.539
32977,gdb_32978,Cn1ccnc1CCO,3.16218,1.03765,0.83529,2.507,78.27,-0.2143,0.03,0.2443,1380.3299,0.160131,-419.241419,-419.232025,-419.231081,-419.276945,33.158
10039,gdb_10040,CNC(CC#C)C#N,3.15405,1.36676,0.99418,4.0118,71.45,-0.247,0.0133,0.2603,1138.4753,0.128896,-342.750122,-342.7411,-342.740155,-342.783967,31.734
123298,gdb_123299,C#Cc1c(onn1)C#N,2.06708,1.90148,0.99041,2.3661,70.73,-0.2829,-0.1056,0.1773,1052.7065,0.05301,-430.412576,-430.405373,-430.404429,-430.444636,25.779
89504,gdb_89505,CC1CC2(C)CCC=C12,2.45169,1.52042,1.14944,0.3917,92.2,-0.2193,0.0249,0.2443,1199.5557,0.206267,-351.153,-351.144104,-351.14316,-351.185931,35.437
51391,gdb_51392,O=CNC1C2NC(=O)C12,2.98037,1.36696,1.29583,3.6273,65.65,-0.2531,-0.0004,0.2526,1010.6726,0.113446,-453.954104,-453.946377,-453.945433,-453.987046,28.442
119637,gdb_119638,CCCC12CC3C1N3C2,4.38978,0.94127,0.90559,1.9852,85.15,-0.2307,0.0734,0.3041,1405.6744,0.194867,-367.152584,-367.144035,-367.143091,-367.186137,33.199
21451,gdb_21452,c1nc([nH]n1)NC=N,5.88971,1.5924,1.25349,4.4329,62.61,-0.2288,-0.0109,0.218,890.9443,0.099751,-390.99644,-390.989999,-390.989055,-391.027202,23.724
123439,gdb_123440,C(C1CN1)C1=NOC=C1,5.24682,0.90866,0.80339,1.9156,73.9,-0.2532,-0.0108,0.2424,1379.7115,0.137557,-417.972204,-417.964429,-417.963485,-418.005885,28.622
56464,gdb_56465,CC(C#N)C(=N)NC=O,2.80151,1.11765,0.82296,1.7745,71.82,-0.2689,-0.0394,0.2295,1330.7532,0.123833,-434.115019,-434.105694,-434.10475,-434.150253,32.508
55797,gdb_55798,CC(=O)NC1C2CC1C2,4.24851,0.92791,0.84113,3.4438,82.45,-0.2402,0.0343,0.2745,1428.9816,0.171337,-403.133389,-403.124502,-403.123558,-403.170006,32.622
53013,gdb_53014,CC#CC12CCCC1O2,4.42343,0.8797,0.81693,1.9259,86.01,-0.2365,0.0359,0.2724,1486.1501,0.159054,-385.870478,-385.861574,-385.86063,-385.905153,32.679
84220,gdb_84221,CC1C=C2CC3(O)C1C23,2.9507,1.52895,1.29323,1.7344,82.53,-0.2079,-0.0321,0.1759,1048.5152,0.158673,-385.786842,-385.779022,-385.778077,-385.818561,31.931
76863,gdb_76864,OC1C(O)C2C3OC3C12,2.41503,1.91929,1.6484,3.5124,65.77,-0.2434,0.0554,0.2989,894.5374,0.136318,-458.887611,-458.880312,-458.879368,-458.918997,29.596
74481,gdb_74482,CC1=CC2(CC2)NC1=O,3.26506,1.28075,0.99874,4.0729,82.66,-0.2295,-0.019,0.2105,1206.698,0.147378,-401.993848,-401.985124,-401.98418,-402.027734,32.541
74054,gdb_74055,CC1(CC(=CC1=O)N)C,2.5319,1.36341,1.1023,5.75,84.27,-0.2142,-0.0087,0.2055,1190.1025,0.170515,-403.210113,-403.200671,-403.199727,-403.244005,36.172
95288,gdb_95289,CC1COC2CCC12C,2.04635,1.76708,1.35023,1.5051,84.04,-0.238,0.075,0.3131,1112.6339,0.20646,-388.297864,-388.288933,-388.287989,-388.331105,35.094
38707,gdb_38708,C1C2CC3OC12CC=C3,2.71581,2.12448,1.59162,1.4887,78.92,-0.242,0.0174,0.2595,903.7735,0.162437,-385.878878,-385.872377,-385.871433,-385.909181,28.258
107964,gdb_107965,CCC12CC3C1CC23C,2.57052,1.35197,1.30367,0.2908,90.34,-0.2681,0.0928,0.3609,1180.0421,0.20529,-351.098324,-351.08938,-351.088436,-351.13159,35.241
106053,gdb_106054,COC12C3OC(C13)C2O,2.70415,1.66184,1.32629,1.1529,66.7,-0.2216,0.0703,0.2919,994.8773,0.135002,-458.873876,-458.865995,-458.865051,-458.906361,30.182
45744,gdb_45745,N=C1NC=NC1C1CC1,3.00115,1.3778,0.99842,3.2235,78.72,-0.2305,-0.0041,0.2264,1177.2894,0.149395,-398.136191,-398.128008,-398.127064,-398.169664,30.746
62228,gdb_62229,CC(CCNC=O)C#N,3.8158,0.65428,0.60442,3.5414,78.06,-0.2627,0.0175,0.2802,1803.8607,0.15851,-419.253918,-419.243624,-419.24268,-419.291232,35.309
4500,gdb_4501,Cc1c([nH]c(n1)C)O,3.5452,1.76227,1.19463,2.3466,68.71,-0.1858,0.0488,0.2347,994.4398,0.129949,-379.972367,-379.963729,-379.962785,-380.00557,30.545
122301,gdb_122302,CCCOC12CC1OC2,5.08568,0.7228,0.69461,2.2501,79.75,-0.2318,0.0755,0.3073,1704.355,0.180695,-424.169801,-424.160333,-424.159389,-424.205085,34.568
59079,gdb_59080,CN(C)C1C(N)C1C#N,2.09968,1.47546,1.09655,5.0147,80.91,-0.2302,0.031,0.2612,1198.634,0.170403,-399.305012,-399.295079,-399.294134,-399.33953,36.366
122214,gdb_122215,CCCCC1(CO)CN1,3.2688,0.70557,0.64637,2.9626,85.95,-0.2437,0.0683,0.312,1857.3516,0.216957,-405.529069,-405.518515,-405.517571,-405.565348,38.858
98183,gdb_98184,CCC(=O)C(C)(C)CO,2.97344,0.95912,0.87574,1.2072,81.87,-0.2375,-0.0078,0.2297,1468.3285,0.201825,-425.451232,-425.439696,-425.438752,-425.487971,41.497
69656,gdb_69657,CC12CC3(COC3)C1O2,4.2538,1.11191,1.04093,2.4984,75.32,-0.2435,0.0709,0.3144,1205.9758,0.158066,-422.96781,-422.959476,-422.958532,-423.001003,31.51
115696,gdb_115697,NC(=O)N1CCC1CO,2.05437,1.64822,0.96516,5.5089,73.38,-0.2353,0.0444,0.2797,1211.1996,0.160383,-456.371747,-456.362652,-456.361708,-456.405971,33.531
43402,gdb_43403,O=C1C=CCNC1C#C,2.84787,1.47558,1.00295,3.9829,78.38,-0.2308,-0.0542,0.1765,1134.2889,0.124178,-400.725491,-400.71741,-400.716466,-400.758238,30.65
8161,gdb_8162,CC12CC(C1)NC2=O,2.83774,2.63716,1.75081,3.5197,67.84,-0.2364,0.0225,0.259,796.3468,0.143809,-363.881979,-363.875063,-363.874119,-363.912671,27.497
83518,gdb_83519,CC1C2COC1C1OC21,2.78435,1.76598,1.58016,1.1685,72.48,-0.2459,0.0881,0.3339,938.7015,0.161684,-423.008306,-423.001333,-423.000389,-423.039268,28.852
69638,gdb_69639,CC12NC1C1(NC21)C=O,3.88369,1.15983,1.1377,4.1807,75.59,-0.2134,-0.0352,0.1782,1132.0726,0.134608,-417.912682,-417.904625,-417.90368,-417.945041,30.969
23845,gdb_23846,FC1=NOC(=N)C=C1,5.65607,1.61098,1.25385,2.5569,57.76,-0.2497,-0.0863,0.1634,848.3836,0.071773,-438.660349,-438.6542,-438.653255,-438.69089,22.919
30177,gdb_30178,CC1CC2=C(OC=N2)O1,4.30602,1.33283,1.08495,2.0261,70.26,-0.2015,0.0146,0.2161,1087.0329,0.126014,-437.905056,-437.897761,-437.896817,-437.937668,27.596
3738,gdb_3739,Cc1cn(nn1)C,7.6649,2.03642,1.64206,4.2223,60.23,-0.2439,0.006,0.2499,754.2101,0.114118,-320.766684,-320.759646,-320.758702,-320.798504,23.909
18528,gdb_18529,COCC1CC2OC12,5.52869,1.12786,1.06709,1.0705,68.29,-0.2495,0.0892,0.3387,1150.9238,0.152829,-384.883858,-384.875834,-384.87489,-384.916872,28.977
45620,gdb_45621,O=C1CC=C(N1)C1CN1,4.56373,0.98799,0.86013,3.132,75.63,-0.219,-0.009,0.2099,1314.4947,0.137368,-418.025319,-418.017283,-418.016339,-418.058605,30.125
14861,gdb_14862,CCC1OCC1C=O,3.06817,1.47388,1.08588,1.3059,68.81,-0.249,-0.0334,0.2155,1105.3954,0.15221,-384.931165,-384.92251,-384.921565,-384.965517,30.123
73627,gdb_73628,CC12CCOC1C=CC2,2.16696,1.91946,1.44497,1.6369,81.73,-0.2412,0.0195,0.2607,1025.9054,0.184848,-387.115377,-387.107541,-387.106597,-387.147567,31.615
102355,gdb_102356,CCC(CO)(C=O)C#C,1.73642,1.4533,1.13263,3.3858,77.71,-0.2437,-0.0217,0.2219,1217.7341,0.154669,-422.992456,-422.981628,-422.980683,-423.028469,38.252
41797,gdb_41798,C1OC2CC=CCC1O2,2.32621,2.05033,1.50901,1.2552,75.34,-0.2416,0.0215,0.2631,953.7266,0.162353,-423.041509,-423.034276,-423.033331,-423.07323,28.641
87628,gdb_87629,CC1OC=NC11CC1O,2.55321,1.52099,1.22352,1.9202,72.8,-0.2275,0.0226,0.2502,1072.2576,0.14736,-439.083507,-439.07507,-439.074125,-439.116745,32.033
47096,gdb_47097,O=C1CNC2CCOC12,2.87946,1.63069,1.21483,4.2729,71.52,-0.2296,-0.0285,0.2011,1032.5279,0.149889,-439.101508,-439.093945,-439.093001,-439.134306,28.822
62819,gdb_62820,CC1(O)C2CC1(O2)C#C,2.37047,1.5417,1.35971,1.7895,76.02,-0.2495,0.0074,0.2569,1039.3059,0.133262,-421.725719,-421.717304,-421.71636,-421.75831,33.112
2013,gdb_2014,CCC12CN(C1)C2,5.43677,1.97945,1.90209,2.0193,67.67,-0.2238,0.0776,0.3015,769.9586,0.161268,-289.766576,-289.759826,-289.758882,-289.79732,25.879
26513,gdb_26514,CC12CC1C1=CN=CN21,3.77814,1.51822,1.24673,4.285,78.84,-0.2129,0.0182,0.2311,1014.5812,0.138017,-380.845458,-380.838294,-380.83735,-380.876912,28.192
56342,gdb_56343,[O-]C(=O)CCCNC=[NH2+],5.22664,0.51999,0.49418,21.9335,132.47,-0.133,-0.0911,0.042,2138.3907,0.157507,-456.305265,-456.29485,-456.293906,-456.342873,36.191
45400,gdb_45401,O=C1NC2COC12C#C,2.2755,1.80361,1.28152,4.3314,69.87,-0.244,-0.0147,0.2293,986.9264,0.099978,-436.634196,-436.626514,-436.625569,-436.666419,28.883
133756,gdb_133757,COC(C=O)C(F)(F)F,1.87302,1.61121,1.06631,3.1247,51.83,-0.2689,-0.0472,0.2217,1105.9225,0.093861,-605.318363,-605.308943,-605.307998,-605.354049,31.46
14460,gdb_14461,CC12CC3CC1C2O3,3.79827,2.1182,2.07867,1.4867,69.72,-0.2258,0.0988,0.3246,771.9361,0.156456,-347.810504,-347.80424,-347.803296,-347.840411,26.11
89587,gdb_89588,OC1CC2(C1)CCCO2,4.17388,1.00049,0.9551,1.8307,78.33,-0.2351,0.0764,0.3115,1310.9746,0.183276,-424.224515,-424.215994,-424.21505,-424.257953,33.202
25227,gdb_25228,c1c[nH]c2c1C(=O)CC2,3.11957,1.62724,1.08368,5.6049,77.92,-0.2206,-0.0097,0.2109,1054.1515,0.127829,-400.822767,-400.815775,-400.81483,-400.854337,27.341
77432,gdb_77433,CC12CC(=O)C1(O)C2O,2.42939,1.54698,1.20309,1.7807,70.82,-0.2395,-0.0134,0.226,1067.5396,0.13289,-458.948837,-458.939486,-458.938541,-458.982816,34.148
75761,gdb_75762,CC1(OC(=N)C1N)C#N,2.51636,1.32268,1.16034,3.3547,71.75,-0.2675,-0.0058,0.2616,1117.9413,0.123262,-434.072163,-434.062883,-434.061939,-434.106591,33.097
112024,gdb_112025,CCC1C=CC2COC12,3.17083,1.28166,1.04311,1.4418,83.8,-0.2412,0.0169,0.2581,1227.1645,0.183927,-387.086342,-387.078009,-387.077065,-387.119533,32.02
4030,gdb_4031,CCC(=NO)C(C)O,2.6326,1.54182,1.1674,1.4951,70.96,-0.2421,0.01,0.2521,1101.6544,0.162644,-402.162534,-402.152667,-402.151723,-402.196966,35.506
12013,gdb_12014,CC1(O)COC2CC12,3.23182,2.00409,1.75679,1.9428,66.31,-0.228,0.0668,0.2948,838.9731,0.153538,-384.925007,-384.917448,-384.916503,-384.956199,29.944
59096,gdb_59097,CC(C)N1C(C)CC1=O,2.06171,1.38033,1.06612,3.6635,83.71,-0.2352,0.0381,0.2733,1284.9619,0.192694,-404.389436,-404.379232,-404.378288,-404.42533,37.227
16918,gdb_16919,O=C1CC2CC1C=C2,3.64644,2.20972,1.9964,2.8437,68.08,-0.2231,-0.0179,0.2052,742.7815,0.133368,-346.632353,-346.626467,-346.625523,-346.662117,24.38
31751,gdb_31752,COc1nc(co1)CO,6.39079,0.86469,0.769,1.2891,68.06,-0.2138,0.0311,0.2449,1432.8421,0.123501,-475.037056,-475.028045,-475.027101,-475.071709,31.081
100670,gdb_100671,CC(O)(CO)C(O)CO,3.01486,0.95001,0.88172,2.1096,70.67,-0.2556,0.058,0.3136,1397.9576,0.179477,-498.486852,-498.475933,-498.474989,-498.522295,40.471
52009,gdb_52010,N=COCC(C#C)C#N,3.21352,0.95835,0.7703,4.0909,73.98,-0.2759,-0.0028,0.2731,1406.4961,0.110323,-416.770048,-416.760574,-416.75963,-416.8055,32.566
104030,gdb_104031,CCC1(C)OC2CC2O1,3.14425,1.27723,1.19394,0.8814,77.78,-0.2395,0.0859,0.3253,1169.3562,0.180885,-424.218713,-424.20974,-424.208795,-424.252156,34.807
117336,gdb_117337,CCCC(=O)OC(C)C,4.12587,0.66898,0.62691,1.648,83.83,-0.2636,0.022,0.2855,1932.0045,0.202425,-425.486172,-425.474786,-425.473842,-425.52441,39.773
114612,gdb_114613,CCC12CC1OC2CO,2.40938,1.23648,0.95277,2.7159,78.2,-0.2392,0.0621,0.3013,1313.9548,0.181455,-424.182346,-424.172954,-424.17201,-424.216844,35.186
85218,gdb_85219,CC1OC(=O)C1OC=N,2.52992,1.27547,0.92698,2.8728,67.55,-0.2671,-0.0156,0.2515,1238.2663,0.122803,-475.039736,-475.030797,-475.029853,-475.07455,30.886
3623,gdb_3624,C1C2C3C4C3N1C24,5.42551,3.80792,3.55447,1.5952,58.74,-0.2176,0.081,0.2986,487.0866,0.116192,-287.337578,-287.333162,-287.332218,-287.365326,18.903
81820,gdb_81821,CC1C2CC2(C)C1C#N,2.10815,1.64195,1.14925,4.2164,83.15,-0.2686,0.0297,0.2982,1154.4316,0.170486,-366.012742,-366.003649,-366.002705,-366.046226,34.378
132529,gdb_132530,Cc1cc(c(cn1)C)F,3.09699,1.31208,0.93223,0.7524,79.5,-0.2487,-0.0147,0.234,1226.8428,0.135355,-426.052023,-426.04343,-426.042486,-426.086013,31.116
36826,gdb_36827,C1CC1C#CCN2CC2,4.0752,0.72406,0.67212,1.8519,89.85,-0.23,0.0408,0.2709,1731.833,0.170645,-365.935309,-365.925988,-365.925044,-365.971245,33.851
92224,gdb_92225,CC1OC2CC3CC3C12,2.79726,1.68438,1.35157,1.6157,80.87,-0.24,0.0806,0.3206,1036.8779,0.184774,-387.076949,-387.069348,-387.068403,-387.108606,31.149
3576,gdb_3577,CN1C2C3CC3C12,4.78639,2.83227,2.41347,0.8987,63.71,-0.2085,0.069,0.2774,630.0485,0.136945,-288.53378,-288.527585,-288.52664,-288.563394,24.508
101268,gdb_101269,CCC(C)C1CC1C#N,2.57172,0.97626,0.85639,4.1354,86.99,-0.2835,0.0316,0.3151,1477.9431,0.193242,-367.229566,-367.219371,-367.218427,-367.265096,37.332
51640,gdb_51641,N=COC1CC2CC2O1,3.62413,1.11065,1.069,2.9162,73.37,-0.2527,0.0222,0.2749,1195.5777,0.148548,-439.075319,-439.067358,-439.066414,-439.108578,29.93
12435,gdb_12436,N=C1OCC=CCO1,3.73128,2.05713,1.41364,4.3402,64.12,-0.2563,-0.0223,0.2339,849.4944,0.119956,-399.789745,-399.782719,-399.781774,-399.821539,25.913
113267,gdb_113268,CCC1OC1(C)CC=O,4.52108,0.75058,0.70833,3.1877,80.5,-0.2469,-0.0238,0.223,1655.3049,0.178453,-424.228678,-424.218033,-424.217089,-424.265518,37.345
8758,gdb_8759,CN(C=N)C(=N)C=O,4.78713,1.28631,1.02427,1.5777,68.27,-0.2419,-0.0875,0.1545,1080.3557,0.118407,-395.98622,-395.977746,-395.976802,-396.020104,29.124
47091,gdb_47092,O=C1CCC2CCCN12,2.71257,1.64276,1.10009,4.0053,79.39,-0.233,0.0359,0.2689,1117.4523,0.174993,-403.216774,-403.209111,-403.208167,-403.249179,29.763
7164,gdb_7165,CCCN(C)CC#N,5.91166,0.83716,0.78515,4.2237,77.02,-0.2351,0.0234,0.2585,1481.435,0.175765,-345.186575,-345.17682,-345.175876,-345.221663,34.041
47271,gdb_47272,C1CC(=O)C(=O)C(=O)C1,2.19838,1.78581,1.04991,5.3191,66.44,-0.2415,-0.1166,0.125,1082.9805,0.111745,-457.804183,-457.796132,-457.795188,-457.837766,29.097
102392,gdb_102393,COC(CO)(CO)C#C,1.88202,1.46575,1.10158,2.4902,73.53,-0.2519,0.0248,0.2767,1202.4405,0.155722,-460.099735,-460.089182,-460.088238,-460.135306,38.082
99475,gdb_99476,CCC(=O)C(OC)C#C,1.81172,1.28531,0.9631,1.5023,78.63,-0.2383,-0.0293,0.209,1349.9739,0.154249,-422.994235,-422.983311,-422.982367,-423.031566,37.536
107263,gdb_107264,CCC12CC1C1CC2O1,3.11828,1.39272,1.24522,1.5605,80.98,-0.2399,0.0875,0.3274,1117.1819,0.183995,-387.043,-387.035197,-387.034253,-387.075197,31.717
88345,gdb_88346,OC1CC1C(=O)OC=N,4.51814,0.8598,0.80079,1.1346,71.05,-0.2565,-0.0328,0.2237,1417.1818,0.123012,-475.037915,-475.029212,-475.028268,-475.072101,31.369
128953,gdb_128954,c1c[nH]nc1OCC#N,7.47828,0.80112,0.72687,5.9757,69.03,-0.2394,0.0105,0.2499,1435.4801,0.10245,-432.884392,-432.876537,-432.875593,-432.917837,27.869
58546,gdb_58547,CC(O)C1(N)COC1=N,2.13565,1.45316,1.40736,1.1628,71.93,-0.2482,0.0177,0.266,1082.8058,0.158947,-456.334249,-456.324842,-456.323898,-456.368088,35.418
78802,gdb_78803,CC12C3C(C3C1O)C2O,2.33022,1.69316,1.42941,2.1175,74.03,-0.2428,0.0712,0.314,1010.7641,0.158643,-422.974839,-422.966485,-422.965541,-423.00707,33.265
54197,gdb_54198,CC1([NH2+]C2CC12)C([O-])=O,2.85587,1.41854,1.25959,4.9762,70.97,-0.2439,0.0208,0.2647,1061.3475,0.148088,-439.084837,-439.076757,-439.075813,-439.11739,31.302
14652,gdb_14653,CN=COCCC#C,14.46194,0.62624,0.60704,2.3746,76.2,-0.2519,0.0214,0.2733,1788.9508,0.138923,-363.82177,-363.812126,-363.811182,-363.858036,32.373
43849,gdb_43850,N=C1OC2(CC2)CC=C1,2.78627,1.59275,1.16401,3.945,80.57,-0.2443,-0.0342,0.2101,1078.9313,0.148956,-401.954821,-401.94722,-401.946276,-401.986883,30.255
81139,gdb_81140,CC1C2CC1(NC2)C#N,2.44106,1.66106,1.22718,4.5273,79.73,-0.2412,0.0216,0.2628,1069.2073,0.161729,-382.062368,-382.054459,-382.053515,-382.094509,31.243
127728,gdb_127729,Cn1nc(nn1)CC#C,4.23568,0.977,0.88654,2.6842,73.05,-0.2681,-0.0255,0.2427,1311.4447,0.112276,-412.944029,-412.935441,-412.934497,-412.979298,29.75
132556,gdb_132557,Cc1c(ncc(n1)N)F,3.09701,1.4083,0.97463,2.8626,73.48,-0.2176,-0.0405,0.1772,1132.2744,0.112818,-458.159197,-458.151154,-458.15021,-458.192033,30.027
90062,gdb_90063,CC12C(O)CC11CN2C1,2.55341,1.71768,1.47051,3.1121,80.43,-0.2003,0.0466,0.2469,1001.1283,0.170282,-402.983198,-402.974999,-402.974055,-403.015207,33.193
121071,gdb_121072,OCCC1CCC(=N)O1,3.08796,0.92302,0.79618,2.6551,76.63,-0.2549,0.0309,0.2858,1475.3702,0.17159,-440.307621,-440.298405,-440.297461,-440.342506,33.626
75134,gdb_75135,CC1(O)CN=C(N)C1=O,2.60309,1.50291,1.19335,1.159,70.83,-0.2428,-0.0643,0.1785,1075.7746,0.135448,-455.183408,-455.17443,-455.173485,-455.216918,33.829
71362,gdb_71363,CC12OC3C1C1OC1C23,3.02363,1.9159,1.56336,1.5881,69.91,-0.2348,0.0644,0.2992,884.4069,0.136078,-421.73954,-421.732827,-421.731883,-421.77024,27.823
31893,gdb_31894,CNc1cnc([nH]1)C#C,6.27903,0.88687,0.78194,4.5645,87.35,-0.1886,-0.005,0.1836,1416.3642,0.124807,-396.926371,-396.917683,-396.916739,-396.959767,32.109
78706,gdb_78707,CC12C=CC3C1C2C3O,3.06338,1.6032,1.24168,0.9801,79.69,-0.2166,0.0151,0.2317,1044.9346,0.159742,-385.858039,-385.850364,-385.84942,-385.889547,31.473
79547,gdb_79548,CC1C2N1C1CC21C#N,4.03901,1.12664,1.00128,4.1567,78.58,-0.2426,0.0069,0.2495,1203.09,0.135931,-380.801788,-380.793887,-380.792943,-380.834006,30.557
53600,gdb_53601,CC#CCC1CC=CC1,4.42608,0.74923,0.68579,0.2687,92.41,-0.2321,0.0306,0.2627,1706.6695,0.182363,-349.94944,-349.939768,-349.938824,-349.985735,34.739
97720,gdb_97721,CCC#CC12CN1CC2,4.91028,0.70636,0.66627,1.58,92.22,-0.2221,0.0281,0.2502,1774.7914,0.170545,-365.946518,-365.937203,-365.936259,-365.982639,33.975
